,job_id,build_target,build_tool,build_canceled_open_pr_on_branch,errors,failures,problems,warnings,skipped_words,lines,words,exceptions,error_classes,tests_total,tests_passed,tests_failed,tests_skipped,failed_tasks
681,208168367,BUILD,['yarn'],False,31,1909,4,84,2055,22476,174986,"['BufferUnderflow', 'InstanceNotFound', 'Expected', 'Timeout', 'IllegalState', 'IllegalArgument', 'IllegalArgument', 'IllegalArgument', 'IllegalArgument', 'IllegalState', 'IllegalArgument', 'IllegalArgument', 'NullPointer', 'IllegalArgument', 'SQL', 'Expected', 'SQL', 'Expected', 'SQL', 'Expected', 'set', 'Runtime', 'Runtime', 'Expected', 'Runtime', 'Expected', 'Runtime', 'Expected', 'NullPointer', 'Sonar', 'Runtime', 'Runtime', 'IllegalArgument', 'Runtime', 'Elasticsearch', 'IllegalArgument', 'Expected', 'Runtime', 'Runtime', 'IllegalArgument', 'Expected', 'Runtime', 'IllegalState', 'InvalidProtocolBuffer', 'Email', 'Expected', 'Messaging', 'Connect', 'SSLHandshake', 'Runtime', 'Runtime', 'Runtime', 'InstanceNotFound', 'Interrupted', 'IllegalState', 'Expected', 'IllegalState', 'IllegalState', 'IllegalState', 'IllegalState', 'RejectedExecution', 'IllegalArgument', 'ClosedByInterrupt', 'IllegalState', 'Expected', 'UnsupportedOperation', 'Channel', 'Bind', 'Expected', 'Hazelcast', 'Expected', 'Runtime', 'IO', 'throwHttpIO', 'Runtime', 'InternalError', 'Runtime', 'Runtime', 'Runtime', 'IO', 'throwHttpIO']","['Authentication', 'Authentication', 'Authentication', 'Authentication', 'Authentication', 'Authentication']",0,0,0,0,[]
682,228709888,BUILD,[],False,0,0,0,0,0,207,2319,[],[],0,0,0,0,[]
683,267560651,BUILD,[],False,0,0,0,0,0,573,2147,[],[],0,0,0,0,[]
684,220561679,BUILD,[],False,0,3,0,0,0,269,2762,[],[],0,0,0,0,[]
685,267565240,BUILD,[],False,0,0,0,0,0,568,2132,[],[],0,0,0,0,[]
686,158507694,CI,[],False,0,0,0,0,0,296,2501,[],[],0,0,0,0,[]
687,163745585,CI,[],False,0,0,0,0,0,358,3152,[],[],0,0,0,0,[]
688,224261161,BUILD,[],False,0,0,0,0,0,350,2689,[],[],0,0,0,0,[]
689,261037169,WEB_TESTS,[],False,0,0,0,0,0,568,2130,[],[],0,0,0,0,[]
690,221252928,BUILD,[],False,0,2,0,0,0,405,3785,[],[],0,0,0,0,[]
691,267565094,WEB_TESTS,[],False,0,0,0,0,0,574,2149,[],[],0,0,0,0,[]
692,147019381,WEB,[],False,0,0,0,0,0,186,2951,[],[],0,0,0,0,[]
693,224238385,BUILD,[],False,0,6049,0,0,0,12445,117538,[],[],0,0,0,0,[]
